ts,question,top_k,retrieval_ms,llm_ms,total_ms,compliance_status,confidence_score,num_citations,det_hash,error
2025-10-26T20:10:07.790956,What are the expectations on IVD devices used for donor blood testing for HCT products?,6,298,7110,7409,Unclear,0.5,3,3457153c37a6363836c03de4f74e038c26dca5691baaf2ca53e76f63467392fc,
2025-10-26T20:10:15.015139,What are the expectations on IVD devices used for donor blood testing for HCT products?,6,195,7018,7214,Unclear,0.5,3,3457153c37a6363836c03de4f74e038c26dca5691baaf2ca53e76f63467392fc,
2025-10-26T20:10:18.260516,"For cornea-only manufacturers during the special transition period, what minimum testing is required on deceased donor blood samples?",6,353,2877,3230,Unclear,0.5,3,4eae5a081e39cc800017b03d3eff328fe40c5b654880ab2e4b9dc3236b714c69,
2025-10-26T20:10:21.662202,"For cornea-only manufacturers during the special transition period, what minimum testing is required on deceased donor blood samples?",6,278,3105,3387,Unclear,0.5,3,4eae5a081e39cc800017b03d3eff328fe40c5b654880ab2e4b9dc3236b714c69,
2025-10-26T20:10:25.169566,"For cornea-only manufacturers during the special transition period, what minimum testing is required on deceased donor blood samples?",6,297,3174,3471,Unclear,0.5,3,4eae5a081e39cc800017b03d3eff328fe40c5b654880ab2e4b9dc3236b714c69,
2025-10-26T20:10:30.452693,"Who qualifies as an 'accepted donor' for FMT products, and what does that imply for manufacture?",6,348,4925,5274,Unclear,0.5,3,20c0a4fa94db8035e7ac3d9d91bad60b4b6538a04609d734323ddb28457b3904,
2025-10-26T20:10:37.905942,"Who qualifies as an 'accepted donor' for FMT products, and what does that imply for manufacture?",6,279,7156,7436,Unclear,0.5,3,20c0a4fa94db8035e7ac3d9d91bad60b4b6538a04609d734323ddb28457b3904,
2025-10-26T20:10:43.770742,"Who qualifies as an 'accepted donor' for FMT products, and what does that imply for manufacture?",6,261,5595,5856,Unclear,0.5,3,20c0a4fa94db8035e7ac3d9d91bad60b4b6538a04609d734323ddb28457b3904,
2025-10-26T20:10:49.660591,Is traceability from stool collection through supply mandatory for FMT products?,6,425,5453,5879,Unclear,0.5,3,29a32790550eabb8a4db62caad7b455b335fad03763476a61c278872d85351e6,
2025-10-26T20:10:53.528008,Is traceability from stool collection through supply mandatory for FMT products?,6,290,3551,3842,Unclear,0.5,3,775715a8131e22b67bef4cf01c103b23f7d4206ed36186c7ee4897f242928b9c,
2025-10-26T20:10:59.792758,Is traceability from stool collection through supply mandatory for FMT products?,6,524,5730,6255,Unclear,0.5,3,775715a8131e22b67bef4cf01c103b23f7d4206ed36186c7ee4897f242928b9c,
2025-10-26T20:11:11.538100,"List the screening components required for FMT donors (history, samples, testing, physical assessment).",6,2545,8777,11323,Unclear,0.5,3,6e9bfd52862ca34d682b3fef0f42d03502dff9ae48d7fd4cda73a21ec444b3b3,
2025-10-26T20:11:17.413857,"List the screening components required for FMT donors (history, samples, testing, physical assessment).",6,530,5328,5858,Unclear,0.5,3,6e9bfd52862ca34d682b3fef0f42d03502dff9ae48d7fd4cda73a21ec444b3b3,
2025-10-26T20:11:22.897330,"List the screening components required for FMT donors (history, samples, testing, physical assessment).",6,307,5168,5475,Unclear,0.5,3,6e9bfd52862ca34d682b3fef0f42d03502dff9ae48d7fd4cda73a21ec444b3b3,
2025-10-26T20:11:28.546046,"Under ISO 13485:2016, are documented complaint-handling procedures required for medical device QMS?",6,682,4957,5639,Unclear,0.5,3,617211259101e221860bef6f869d4ca63e6dc2e5f37c291c178c570bc166ae3b,
2025-10-26T20:11:32.880649,"Under ISO 13485:2016, are documented complaint-handling procedures required for medical device QMS?",6,249,4078,4328,Unclear,0.5,3,617211259101e221860bef6f869d4ca63e6dc2e5f37c291c178c570bc166ae3b,
2025-10-26T20:11:37.052580,"Under ISO 13485:2016, are documented complaint-handling procedures required for medical device QMS?",6,193,3972,4166,Unclear,0.5,3,617211259101e221860bef6f869d4ca63e6dc2e5f37c291c178c570bc166ae3b,
2025-10-26T20:11:44.741202,Which ISO 13485 clause requires traceability controls during production and service provision?,6,2029,5614,7644,Unclear,0.5,3,28bd9e6b0ff88775fafea1183e95b21012653f520be8ac0478c828a3d639d754,
2025-10-26T20:11:50.783603,Which ISO 13485 clause requires traceability controls during production and service provision?,6,802,5224,6027,Unclear,0.5,3,28bd9e6b0ff88775fafea1183e95b21012653f520be8ac0478c828a3d639d754,
2025-10-26T20:11:55.547045,Which ISO 13485 clause requires traceability controls during production and service provision?,6,411,4340,4751,Unclear,0.5,3,28bd9e6b0ff88775fafea1183e95b21012653f520be8ac0478c828a3d639d754,
2025-10-26T20:12:03.723071,What ISO 13485 clauses cover control of documents and records?,6,210,7959,8170,Unclear,0.5,3,15b2c6811531bbc8e79bd0b87f784bca9107e7eef426cbadeb2b9eeedd0662e4,
2025-10-26T20:12:13.577869,What ISO 13485 clauses cover control of documents and records?,6,981,8848,9829,Unclear,0.5,3,1e59af66c1a8c02485bff179ad9d57497449fe4fa730aee94d23219f54ef1ed3,
2025-10-26T20:12:21.478810,What ISO 13485 clauses cover control of documents and records?,6,230,7664,7895,Unclear,0.5,3,15b2c6811531bbc8e79bd0b87f784bca9107e7eef426cbadeb2b9eeedd0662e4,
2025-10-26T20:12:25.313749,A fresh FMT product is processed within the same day but stored to administer 48 hours later. Is that acceptable?,6,277,3550,3828,Unclear,0.5,3,369dde250e0a363a69eb431164ed8603ef4292f4813ecd2c478cbcd9fb1a6ce8,
2025-10-26T20:12:28.548104,A fresh FMT product is processed within the same day but stored to administer 48 hours later. Is that acceptable?,6,203,3019,3224,Unclear,0.5,3,369dde250e0a363a69eb431164ed8603ef4292f4813ecd2c478cbcd9fb1a6ce8,
2025-10-26T20:12:31.873622,A fresh FMT product is processed within the same day but stored to administer 48 hours later. Is that acceptable?,6,220,3072,3293,Unclear,0.5,3,369dde250e0a363a69eb431164ed8603ef4292f4813ecd2c478cbcd9fb1a6ce8,
2025-10-26T20:12:34.874981,Lab proposes using a non-validated in-house assay for donor blood testing of HCT products to speed throughput. Is this acceptable?,6,283,2712,2995,Unclear,0.5,3,175d3d83b58ccae3a312a7b4506cbcafa1000f0c839908fd59da1a59c0ae7ff9,
2025-10-26T20:12:38.014388,Lab proposes using a non-validated in-house assay for donor blood testing of HCT products to speed throughput. Is this acceptable?,6,243,2890,3134,Unclear,0.5,3,175d3d83b58ccae3a312a7b4506cbcafa1000f0c839908fd59da1a59c0ae7ff9,
2025-10-26T20:12:40.773633,Lab proposes using a non-validated in-house assay for donor blood testing of HCT products to speed throughput. Is this acceptable?,6,190,2564,2755,Unclear,0.5,3,175d3d83b58ccae3a312a7b4506cbcafa1000f0c839908fd59da1a59c0ae7ff9,
2025-10-26T20:12:45.407024,Internal SOP allows 1.2 mm minimum font height for vial labels to fit a QR code. Does this meet the labelling standard?,6,397,4227,4624,Unclear,0.5,3,88197da44e8aa1cbbd4fab386d852ea2b0634a17d31d91747d2e59b86fd8595f,
2025-10-26T20:12:49.608599,Internal SOP allows 1.2 mm minimum font height for vial labels to fit a QR code. Does this meet the labelling standard?,6,264,3929,4193,Unclear,0.5,3,88197da44e8aa1cbbd4fab386d852ea2b0634a17d31d91747d2e59b86fd8595f,
2025-10-26T20:12:52.955430,Internal SOP allows 1.2 mm minimum font height for vial labels to fit a QR code. Does this meet the labelling standard?,6,281,3040,3321,Unclear,0.5,3,88197da44e8aa1cbbd4fab386d852ea2b0634a17d31d91747d2e59b86fd8595f,
